Brew_ID,Name,City,State,region
544,Great Northern Brewing Company,Whitefish,MT,West
545,Pyramid Breweries,Seattle,WA,West
546,Lancaster Brewing Company,Lancaster,PA,Northeast
547,Upstate Brewing Company,Elmira,NY,Northeast
548,Moat Mountain Smoke House & Brew...,North Conway,NH,Northeast
549,Prescott Brewing Company,Prescott,AZ,West
550,Mogollon Brewing Company,Flagstaff,AZ,West
551,Wind River Brewing Company,Pinedale,WY,West
552,Silverton Brewery,Silverton,CO,West
553,Mickey Finn's Brewery,Libertyville,IL,Midwest
554,Covington Brewhouse,Covington,LA,South
555,Dave's Brewfarm,Wilson,WI,Midwest
556,Ukiah Brewing Company,Ukiah,CA,West
557,Butternuts Beer and Ale,Garrattsville,NY,Northeast
558,Sleeping Lady Brewing Company,Anchorage,AK,West
